timestamp,price,volume,market_cap
1749135600000,105885.0,46550352401.0,2066879437555.0
1749049200000,105953.0,45847119172.0,2091567365418.0
1748962800000,106709.0,48502426330.0,2100128462537.0
1748876400000,105909.0,41036672277.0,2082367304548.0
1748790000000,105814.0,32056311614.0,2078458788468.0
1748703600000,104900.0,52475030430.0,2068239089343.0
1748617200000,106275.0,66352202698.0,2092326965847.0
1748530800000,108887.0,57796066880.0,2135019741165.0
1748444400000,109205.0,56853679004.0,2151436024712.0
1748358000000,110662.0,60988928308.0,2174662570692.0
1748271600000,110266.0,58086118230.0,2176677665771.0
1748185200000,109166.0,49701895674.0,2138614664568.0
1748098800000,109409.0,70585183307.0,2155167747265.0
1748012400000,111746.0,73702308031.0,2183414885296.0
1747926000000,111924.0,110978858812.0,2205136289658.0
1747839600000,109940.0,75066735086.0,2134080105753.0
1747753200000,107252.0,65882025303.0,2100420296994.0
1747666800000,106850.0,97659528668.0,2069179881195.0
1747580400000,106394.0,39944096121.0,2068898867602.0
1747494000000,103670.0,43871702798.0,2049397659223.0
1747407600000,104448.0,58092167347.0,2062440077582.0
1747321200000,104095.0,50581733564.0,2042516183008.0
1747234800000,104242.0,56588030392.0,2057960732232.0
1747148400000,104947.0,69898356203.0,2052736799029.0
1747062000000,105579.0,64739179229.0,2057075900300.0
1746975600000,104866.0,58238322698.0,2068980187960.0
1746889200000,104945.0,60326425794.0,2054613460307.0
1746802800000,104124.0,147151393227.0,2045886900373.0
1746716400000,103730.0,113472456034.0,1986875297727.0
1746630000000,97582.48,66944324988.0,1923189617345.0
1746543600000,96887.86,41226240723.0,1877543394651.0
1746457200000,95188.98,40484381114.0,1874518241879.0
1746370800000,96283.3,30006728723.0,1898465444223.0
1746284400000,96893.87,39272722871.0,1912513105364.0
1746198000000,97754.32,59617739654.0,1925679416506.0
1746111600000,97408.73,73100608322.0,1903317418809.0
1746025200000,95176.71,51110036352.0,1876366450657.0
1745938800000,95440.02,53275148518.0,1883311540612.0
1745852400000,95512.84,47019637241.0,1873289878196.0
1745766000000,95118.88,33903052084.0,1869133400014.0
1745679600000,95159.98,45320444896.0,1875608936555.0
1745593200000,95538.41,57823015672.0,1871335641433.0
1745506800000,93989.0,59781596982.0,1846190642757.0
1745420400000,94383.81,79929153065.0,1856407285386.0
1745334000000,93729.04,61394088008.0,1780730400338.0
1745247600000,88358.48,46101744165.0,1733086941755.0
1745161200000,85320.15,23639652101.0,1683010284160.0
1745074800000,85510.04,22003243114.0,1689659242621.0
1744988400000,85109.28,30940394080.0,1679968878911.0
1744902000000,85426.94,43303482367.0,1678993522204.0
1744815600000,85332.95,45342365089.0,1667600790770.0
1744729200000,86413.41,57960999450.0,1687913843445.0
1744642800000,85756.0,70255422114.0,1680958424658.0
1744556400000,85780.08,60526622124.0,1676455094379.0
1744470000000,85786.19,69354362438.0,1670075109950.0
1744383600000,84102.66,68172551563.0,1628880458513.0
1744297200000,82617.98,94987109013.0,1608320178162.0
1744210800000,83476.48,89266414296.0,1556205608698.0
1744124400000,80757.99,95111641621.0,1562372791770.0
1744038000000,80226.15,101964447740.0,1544464239033.0
1743951600000,83704.76,29747694062.0,1626851505051.0
1743865200000,84219.7,54248864826.0,1654109742457.0
1743778800000,84676.27,62632262272.0,1654910625337.0
1743692400000,83781.7,77668432600.0,1643472264746.0
1743606000000,87898.01,52376111578.0,1688190001005.0
1743519600000,85417.94,47683970205.0,1667079854423.0
1743433200000,83750.0,38919650975.0,1633849331577.0
1743346800000,83524.98,31733338257.0,1643757273159.0
1743260400000,84573.51,42848927373.0,1649214876304.0
1743174000000,87487.48,50686956681.0,1689251677527.0
1743087600000,87706.66,45790132375.0,1729988949434.0
1743001200000,88245.26,47668895554.0,1731789281822.0
1742914800000,88448.53,56119416636.0,1731916339832.0
1742828400000,88654.16,92018925792.0,1732703257783.0
1742742000000,85804.35,65768043880.0,1679311077904.0
1742655600000,84528.35,92973716555.0,1669817632500.0
1742569200000,84789.6,70499840455.0,1669094291928.0
1742482800000,87410.59,62868771995.0,1691193356250.0
1742396400000,86891.95,78132906442.0,1666735074297.0
1742310000000,83949.09,96487660397.0,1637257935310.0
1742223600000,84663.79,47257506664.0,1657349084338.0
1742137200000,84739.84,31567641072.0,1657871852101.0
1742050800000,84652.22,46550538211.0,1670909585731.0
1741964400000,85126.59,56526744238.0,1649042021849.0
1741878000000,84187.97,61086516899.0,1632602135516.0
1741791600000,84070.35,76918860095.0,1637675141128.0
1741705200000,83390.39,89456436399.0,1607287578221.0
1741618800000,83767.51,73877158368.0,1606216749265.0
1741532400000,86449.41,34642707911.0,1673321126853.0
1741446000000,86866.21,72159444574.0,1709870247214.0
1741359600000,90938.71,97762631402.0,1746105339033.0
1741273200000,92738.04,77139096016.0,1793579350159.0
1741186800000,90855.97,90614579558.0,1757706315377.0
1741100400000,88848.48,107614421820.0,1678926609764.0
1741014000000,93956.01,109083137931.0,1800579423466.0
1740927600000,94808.02,54036914312.0,1751024149322.0
1740841200000,86541.42,82169791728.0,1686655018939.0
1740754800000,84888.2,114808770267.0,1624974944099.0
1740668400000,87020.64,100592101371.0,1689394103519.0
1740582000000,89398.46,99646076735.0,1730505919717.0
1740495600000,92516.4,103570253695.0,1771178337015.0
1740409200000,96496.49,42915703252.0,1884412293752.0
1740322800000,96649.99,28491898335.0,1903376303186.0
1740236400000,96874.02,62605448426.0,1911875378462.0
1740150000000,99433.96,55048598577.0,1937089206914.0
1740063600000,98684.87,46556523352.0,1931015802954.0
1739977200000,96824.87,57227125160.0,1901422869030.0
1739890800000,96639.7,46646393398.0,1890961780615.0
1739804400000,96928.96,35606804164.0,1903929147307.0
1739718000000,97702.41,24935455180.0,1925797865420.0
1739631600000,97964.82,43880503846.0,1933527836924.0
1739545200000,98629.06,48799409931.0,1923503926458.0
1739458800000,98062.17,63136043802.0,1910325646085.0
1739372400000,98044.11,58173352163.0,1907453414925.0
1739286000000,98424.33,46753246914.0,1925449737444.0
1739199600000,98215.75,53325970817.0,1925993184810.0
1739113200000,97278.04,32116590763.0,1912714801489.0
1739026800000,96847.82,62373810394.0,1908201665424.0
1738940400000,100023.0,67990905957.0,1928083793909.0
1738854000000,99108.31,60696114351.0,1931608477136.0
1738767600000,98876.15,81517859048.0,1936883763800.0
1738681200000,101613.0,101079670881.0,1967339128698.0
1738594800000,102289.0,130618314577.0,1917963058417.0
1738508400000,101386.0,53761921060.0,1963730284765.0
1738422000000,102760.0,53430949037.0,2020755402343.0
1738335600000,105807.0,76033677212.0,2061170283945.0
1738249200000,106208.0,75054210026.0,2082326892923.0
1738162800000,104646.0,56703543831.0,2031386072113.0
1738076400000,103556.0,81875109431.0,2028605776022.0
1737990000000,103225.0,77302679559.0,1989535139826.0
1737903600000,105393.0,28989514906.0,2076926468772.0
1737817200000,105232.0,52193881184.0,2074620118169.0
1737730800000,106948.0,115078130761.0,2081402267736.0
1737644400000,106461.0,88297171089.0,2045675220955.0
1737558000000,106189.0,87286860084.0,2078211862894.0
1737471600000,107133.0,139085618269.0,2058710070902.0
1737385200000,109079.0,148057020106.0,2073876283580.0
1737298800000,106354.0,71704147686.0,2074454879075.0
1737212400000,104959.0,79851654022.0,2056406022697.0
1737126000000,105828.0,80029703797.0,2036603783703.0
1737039600000,100616.0,74992466216.0,1971703690414.0
1736953200000,100638.0,70069304046.0,1942834773949.0
1736866800000,97316.06,89162525731.0,1899683295815.0
1736780400000,95759.98,60704225079.0,1843035365619.0
1736694000000,95314.07,26704832659.0,1872700186059.0
1736607600000,95009.18,60600829825.0,1869739138503.0
1736521200000,95738.27,84405720218.0,1866359318259.0
1736434800000,95340.9,85716154824.0,1851270937381.0
1736348400000,97268.67,85737267513.0,1891194933246.0
1736262000000,102444.0,72033067739.0,1978855407464.0
1736175600000,102440.0,53401942771.0,1984108911405.0
1736089200000,98757.56,33142539324.0,1942558010010.0
1736002800000,98727.99,47085373031.0,1941545303077.0
1735916400000,98944.63,58117695883.0,1926076511510.0
1735830000000,97820.94,52199445640.0,1907089349115.0
1735743600000,95074.46,51859876688.0,1860687393383.0
1735657200000,96016.01,75351850924.0,1856486204954.0
1735570800000,94951.18,58331914972.0,1850687915428.0
1735484400000,95272.03,35660027972.0,1872836839163.0
1735398000000,95394.07,54047947733.0,1875425836829.0
1735311600000,97199.96,66231541526.0,1892533809243.0
1735225200000,99940.03,58620968527.0,1915420141812.0
1735138800000,99436.0,62036161614.0,1949704818370.0
1735052400000,99280.01,76323175683.0,1899057311856.0
1734966000000,96433.71,74389445086.0,1876386494838.0
1734879600000,97408.04,60172030056.0,1906302613171.0
1734793200000,99490.36,103445426511.0,1933881968478.0
1734706800000,98200.45,139703232932.0,1909058168448.0
1734620400000,102672.0,128536950316.0,1985173434399.0
1734534000000,106444.0,122105965620.0,2057582532860.0
1734447600000,108239.0,124224918390.0,2112523563112.0
1734361200000,107768.0,117242854003.0,2084952957361.0
1734274800000,104921.0,74032778622.0,2029652386964.0
1734188400000,102589.0,90624467771.0,2009150944520.0
1734102000000,101818.0,109866813030.0,1988906701538.0
1734015600000,102497.0,119055118107.0,1994228389411.0
1733929200000,101825.0,137792236581.0,1955907945692.0
1733842800000,98128.02,166373033665.0,1916908391045.0
1733756400000,100968.0,106531591106.0,1949270156775.0
1733670000000,101215.0,66927756251.0,1975119878168.0
1733583600000,100428.0,113320436919.0,1972842731971.0
1733497200000,101861.0,188013492242.0,1957049343779.0
1733410800000,103484.0,184824248794.0,2000657732351.0
1733324400000,98975.08,105283404460.0,1908424124262.0
1733238000000,96238.1,106465586146.0,1890160822157.0
1733151600000,98051.18,85292808200.0,1901101405236.0
1733065200000,97767.64,53606873252.0,1916922956140.0
1732978800000,97329.92,75686925476.0,1913487930005.0
1732892400000,98564.62,73540702253.0,1915376254329.0
1732806000000,96560.02,91367563527.0,1887668008967.0
1732719600000,97208.23,105995810363.0,1864500796914.0
1732633200000,94915.39,130295482810.0,1842938063043.0
1732546800000,98746.64,81967757600.0,1914571548708.0
1732460400000,98515.16,59912158588.0,1927720657889.0
1732374000000,98874.93,83162177004.0,1944474660717.0
1732287600000,99498.52,120715743966.0,1952242799855.0
1732201200000,98789.88,124061794774.0,1920870646502.0
1732114800000,94819.96,104283260658.0,1845779458933.0
1732028400000,93836.94,103897079169.0,1818536542336.0
1731942000000,92532.0,78257155574.0,1799245714804.0
1731855600000,91447.99,59020288900.0,1787375905097.0
1731769200000,91735.96,87437209942.0,1801356084789.0
1731682800000,91741.72,115603162997.0,1763628734293.0
1731596400000,91637.55,153146346264.0,1773909794873.0
1731510000000,93243.92,160918008014.0,1759012763468.0
1731423600000,89800.23,200970767180.0,1738592782127.0
1731337200000,89424.41,115609444241.0,1642993507213.0
1731250800000,81233.28,71609202780.0,1563829624115.0
1731164400000,76893.95,57291171256.0,1509901429968.0
1731078000000,77115.59,74504748582.0,1504924618188.0
1730991600000,76751.96,103484517641.0,1489649632652.0
1730905200000,76097.95,137250861477.0,1465110205211.0
1730818800000,70435.69,59336565217.0,1363731448501.0
1730732400000,69346.28,48962107476.0,1353435808921.0
1730646000000,69373.64,36194109864.0,1353973920610.0
1730559600000,69896.03,50326627050.0,1374269743731.0
1730473200000,71520.59,64764647004.0,1378466264019.0
1730386800000,72625.19,53854409839.0,1413995664371.0
1730300400000,72865.93,71130395353.0,1427716315597.0
1730214000000,73534.9,69264084198.0,1415305246139.0
1730127600000,70130.8,37114871114.0,1357158014032.0
1730041200000,68300.39,24371770054.0,1333083441991.0
1729954800000,67363.21,55642452451.0,1324427980568.0
1729868400000,68680.88,47280935129.0,1336900585749.0
1729782000000,68704.49,50123672098.0,1334846995284.0
1729695600000,67405.32,46287674514.0,1316702466145.0
1729609200000,67781.79,55116769379.0,1331080919999.0
1729522800000,69414.08,45600677050.0,1347458269494.0
1729436400000,69315.86,21401472338.0,1353184866928.0
1729350000000,68639.99,39854632470.0,1349788419169.0
1729263600000,68963.99,54278095716.0,1346659620374.0
1729177200000,67923.93,51428967059.0,1329511317965.0
1729090800000,68274.26,85047855180.0,1334134211358.0
1729004400000,67759.99,116765204876.0,1306322769726.0
1728918000000,66419.87,99886309611.0,1280877236513.0
1728831600000,63279.91,79286610370.0,1239946538824.0
1728745200000,63440.44,95040455894.0,1243769524960.0
1728658800000,63270.59,97531320750.0,1215919033599.0
1728572400000,61300.02,93419872143.0,1197203364465.0
1728486000000,62530.42,93092147716.0,1222680467456.0
1728399600000,63130.04,107240146137.0,1233787868453.0
1728313200000,64436.04,96095290446.0,1252777002072.0
1728226800000,62915.02,73632122102.0,1230673337023.0
1728140400000,62331.35,90303823444.0,1226360450089.0
1728054000000,62445.33,107180024237.0,1216589697085.0
1727967600000,61464.04,115063546330.0,1201370102459.0
1727881200000,62227.26,120577794899.0,1211075380344.0
1727794800000,64125.97,109318142903.0,1242375814515.0
1727708400000,65554.02,96312396820.0,1265376298243.0
1727622000000,66052.0,77961286117.0,1298644977839.0
1727535600000,66190.2,93228914145.0,1299293128681.0
1727449200000,66380.99,114291841891.0,1296411223739.0
1727362800000,65616.04,103723189296.0,1270017035677.0
1727276400000,64669.95,103767866645.0,1259728792996.0
1727190000000,64587.13,103073420385.0,1254924424630.0
1727103600000,64644.96,107862272445.0,1255023646423.0
1727017200000,63868.07,84841750994.0,1243803840310.0
1726930800000,63519.41,94051059382.0,1246516946651.0
1726844400000,64053.96,115934019620.0,1248769660324.0
1726758000000,63819.92,127035448555.0,1237744694233.0
1726671600000,61449.14,110043990808.0,1188172297081.0
1726585200000,61259.99,101668766635.0,1172633447285.0
1726498800000,59191.96,94703021875.0,1152253111991.0
1726412400000,60375.64,77829620369.0,1184977871771.0
1726326000000,60590.1,100482054719.0,1185546465172.0
1726239600000,60593.91,101420595998.0,1159355964878.0
1726153200000,58514.55,112051169145.0,1146172572943.0
1726066800000,57960.58,108220528609.0,1124141546458.0
1725980400000,57984.81,103703769725.0,1128119592932.0
1725894000000,57869.99,95723896725.0,1099907178125.0
1725807600000,55228.47,77973295409.0,1073878187187.0
1725721200000,54810.03,121445897018.0,1071141347784.0
1725634800000,56896.3,120787253459.0,1091996852511.0
1725548400000,58284.98,115814349011.0,1121929134242.0
1725462000000,58489.96,119214510126.0,1129078127994.0
1725375600000,59764.0,110839951228.0,1157513796046.0
1725289200000,59350.72,111999098228.0,1149670462101.0
1725202800000,59038.16,99808533702.0,1149971682522.0
1725116400000,59382.99,102719941864.0,1166833451802.0
1725030000000,59763.02,106977637879.0,1166363249389.0
1724943600000,61106.97,110310423675.0,1178040523912.0
1724857200000,60162.0,125193171752.0,1170041472108.0
1724770800000,63189.69,109127583964.0,1227021403141.0
1724684400000,64374.01,101203762857.0,1256706917886.0
1724598000000,64837.15,94619490855.0,1265316086913.0
1724511600000,64416.96,125881577994.0,1264412172951.0
1724425200000,64851.37,109681143161.0,1218888710713.0
1724338800000,61379.44,109925654743.0,1197426375300.0
1724252400000,61813.19,109456682134.0,1180932346414.0
1724166000000,61315.96,103619917438.0,1185948542857.0
1724079600000,59562.71,93178855472.0,1157509291689.0
1723993200000,60212.28,80655928563.0,1177542188594.0
1723906800000,59669.97,88140111622.0,1169880838222.0
1723820400000,59806.42,106395319154.0,1153353002063.0
1723734000000,59808.54,103561753071.0,1152323874600.0
1723647600000,61459.95,100245718135.0,1186804832893.0
1723561200000,61507.57,103696068414.0,1178381779554.0
1723474800000,60469.67,100105883668.0,1164230078282.0
1723388400000,61554.95,79394741807.0,1192444538962.0
1723302000000,61178.66,95154408737.0,1198423963884.0
1723215600000,61642.59,119380537563.0,1198052371290.0
1723129200000,62442.19,115082738099.0,1148277529609.0
1723042800000,57657.97,115542644837.0,1111517429413.0
1722956400000,56949.51,180069767679.0,1102277924947.0
1722870000000,58282.02,212195781012.0,1054109105826.0
1722783600000,61077.99,92944193833.0,1183777771670.0
1722697200000,62193.7,127508490963.0,1209847165747.0
1722610800000,65526.01,126678255698.0,1259657978582.0
1722524400000,65535.99,115915313680.0,1265476494606.0
1722438000000,66779.95,104724657196.0,1300436793722.0
1722351600000,66988.03,114280185391.0,1308166869764.0
1722265200000,69947.98,101383758813.0,1351833884688.0
1722178800000,68270.69,115846507994.0,1336333065159.0
1722092400000,69386.01,102398740886.0,1345115962772.0
1722006000000,68200.04,113089301630.0,1325517976260.0
1721919600000,66042.03,111090252493.0,1272973411029.0
1721833200000,67054.0,107162775417.0,1302064513046.0
1721746800000,67693.99,115158262082.0,1312242825607.0
1721660400000,68428.05,112174263548.0,1331303541991.0
1721574000000,68286.03,89676444049.0,1323676303508.0
1721487600000,67536.34,104553506286.0,1315702759692.0
1721401200000,67348.04,101639252770.0,1281855582544.0
1721314800000,65088.95,99977799879.0,1267402485535.0
1721228400000,66022.58,113492292608.0,1281066999118.0
1721142000000,65264.81,116542026597.0,1264281625544.0
1721055600000,64819.37,100145806082.0,1239361200720.0
1720969200000,61330.03,85066289307.0,1182438189362.0
1720882800000,59687.99,83611257770.0,1150584338265.0
1720796400000,58519.96,93418137285.0,1132233813938.0
1720710000000,59282.81,91437938549.0,1140514775974.0
1720623600000,59317.95,91848128823.0,1144695234002.0
1720537200000,58127.91,100398238222.0,1131385741143.0
1720450800000,57909.97,99609702444.0,1107722436799.0
1720364400000,58374.36,79631334265.0,1129871085016.0
1720278000000,58398.11,98029265844.0,1123846909922.0
1720191600000,57434.94,122554076855.0,1098277236760.0
1720105200000,60465.72,101841641575.0,1149061223528.0
1720018800000,62285.9,87751477173.0,1194737097556.0
1719932400000,63243.07,83918670306.0,1232201860248.0
1719846000000,63844.24,86017960842.0,1244171964435.0
1719759600000,62990.1,72644110249.0,1212487409356.0
1719673200000,61210.0,81524470018.0,1200637863095.0
1719586800000,62200.29,86177794784.0,1206091521630.0
1719500400000,62338.43,121597828547.0,1208359521976.0
1719414000000,62357.58,101705522290.0,1210569518915.0
1719327600000,62231.16,105012900610.0,1208344232787.0
1719241200000,63316.01,88214365730.0,1211219588927.0
1719154800000,64521.03,68549855803.0,1265330566689.0
1719068400000,64505.96,81694907535.0,1266799825790.0
1718982000000,65055.95,91064047001.0,1265161643968.0
1718895600000,66411.96,86987051059.0,1286536885826.0
1718809200000,65631.97,99459975582.0,1283763970741.0
1718722800000,66514.58,105436105676.0,1284844245291.0
1718636400000,67247.97,86664744891.0,1304635534158.0
1718550000000,66964.66,76461375993.0,1309077955190.0
1718463600000,66441.35,91215626050.0,1304545675024.0
1718377200000,67343.12,98995504259.0,1310523862821.0
1718290800000,68393.59,111573193222.0,1327430504494.0
1718204400000,69980.04,107347892439.0,1343572403475.0
1718118000000,69580.24,104796038195.0,1330334787420.0
1718031600000,70160.0,87451861113.0,1371123086722.0
1717945200000,69850.12,83310044390.0,1368597583239.0
1717858800000,69582.23,103610754573.0,1367427987314.0
1717772400000,71968.03,106092074580.0,1392124871309.0
1717686000000,71603.24,102877542640.0,1399125828326.0
1717599600000,71696.85,111311224610.0,1399930475343.0
1717513200000,71020.04,104654845183.0,1371599959993.0
1717426800000,70212.93,97398272823.0,1358888276437.0
1717340400000,68429.33,81799035675.0,1336549079511.0
1717254000000,67865.07,92032958381.0,1333965874340.0
1717167600000,68894.35,99878780775.0,1340010675163.0
1717081200000,69472.55,99654420792.0,1343777230167.0
1716994800000,68917.38,100941705870.0,1339429081862.0
1716908400000,69469.69,104610415893.0,1345253913901.0
1716822000000,70660.82,94366758874.0,1362623722399.0
1716735600000,69464.03,88617971000.0,1359122396533.0
1716649200000,69544.36,98349462379.0,1359001925515.0
1716562800000,69184.6,118732856370.0,1338591265664.0
1716476400000,70036.03,111358739714.0,1355143547461.0
1716390000000,70599.97,116115129934.0,1375990340801.0
1716303600000,71739.14,140382014975.0,1391426237434.0
1716217200000,71456.55,97673519611.0,1332036657325.0
1716130800000,67598.31,84425742669.0,1317076250482.0
1716044400000,67376.41,93829825868.0,1318748541913.0
1715958000000,67399.94,102634356864.0,1305116155081.0
1715871600000,66598.22,115681520609.0,1295913178703.0
1715785200000,66390.0,100366232949.0,1251896075835.0
1715698800000,63053.02,96890384586.0,1220229790816.0
1715612400000,63332.96,90675951503.0,1227777899898.0
1715526000000,61763.99,76159301785.0,1204681757747.0
1715439600000,61391.96,93416078525.0,1199916424353.0
1715353200000,63463.95,99784445418.0,1223188375480.0
1715266800000,63349.87,96371791599.0,1216539898241.0
1715180400000,62947.97,96231033742.0,1226437181091.0
1715094000000,64322.23,102284339989.0,1250305184238.0
1715007600000,65424.77,95229564648.0,1258601500066.0
1714921200000,64479.4,89483521888.0,1255450583253.0
1714834800000,64469.81,105858800462.0,1249046843977.0
1714748400000,63176.02,104745197132.0,1193855616697.0
1714662000000,59545.21,131432823894.0,1149458619445.0
1714575600000,60762.08,159023293591.0,1148765177507.0
1714489200000,64654.02,143219209458.0,1217317330212.0
1714402800000,64070.04,128855842857.0,1235771728616.0
1714316400000,64300.03,123978125786.0,1254074099519.0
1714230000000,63891.08,131524789158.0,1242332333141.0
1714143600000,64732.29,144552429807.0,1263022328913.0
1714057200000,65083.98,149157965212.0,1264226386138.0
1713970800000,67070.4,138491370322.0,1294534621910.0
1713884400000,67174.02,140913944149.0,1308600456410.0
1713798000000,67180.03,140020711836.0,1299629613965.0
1713711600000,65638.74,132646330535.0,1278729530557.0
1713625200000,65351.33,153799823273.0,1263699404439.0
1713538800000,65384.6,179591776267.0,1254700142551.0
1713452400000,64049.91,162264150662.0,1228207510554.0
1713366000000,64409.61,159271475774.0,1230701435686.0
1713279600000,64279.61,164862168464.0,1239636852612.0
1713193200000,66716.61,167288178450.0,1278786268963.0
1713106800000,65737.76,193384733406.0,1263072156805.0
1713020400000,67890.08,170831383576.0,1309324455975.0
1712934000000,71173.45,156492733609.0,1367900621427.0
1712847600000,71247.81,163547750232.0,1386276753964.0
1712761200000,71078.17,158873955437.0,1361467139057.0
1712674800000,71714.42,132212729054.0,1380512011415.0
1712588400000,72724.2,53132608634.0,1398781579163.0
1712502000000,70242.04,38671272311.0,1365387978510.0
1712415600000,69566.35,48123401318.0,1338695853172.0
1712329200000,68613.19,65461159217.0,1327799451346.0
1712242800000,69060.0,54141942846.0,1316195162430.0
1712156400000,66778.9,72688212424.0,1298722536237.0
1712070000000,69660.01,76064873523.0,1305031837940.0
1711983600000,71286.78,48160176928.0,1370941645026.0
1711897200000,71345.73,33677901685.0,1385235018799.0
1711810800000,70255.82,39660445250.0,1375961187451.0
1711724400000,70893.95,51437435661.0,1377218213268.0
1711638000000,71529.96,67541826096.0,1384792377599.0
1711551600000,71645.99,66048307394.0,1372145083235.0
1711465200000,71489.41,73539340916.0,1383033138561.0
1711378800000,70929.95,59754058610.0,1343202487557.0
1711292400000,67577.97,45004303016.0,1282172693166.0
1711206000000,65980.04,64367437851.0,1269320125026.0
1711119600000,66630.0,70832261570.0,1270966990859.0
1711033200000,68091.76,95877864553.0,1310305920103.0
1710946800000,67982.18,115391694995.0,1255313190184.0
1710860400000,68096.05,102045256284.0,1265347298387.0
1710774000000,68920.04,70655312795.0,1331937204803.0
1710687600000,68870.99,84216901411.0,1318249336155.0
1710601200000,69931.27,92160775812.0,1341199301692.0
1710514800000,72305.13,124794270434.0,1348218188269.0
1710428400000,73628.43,75391048866.0,1418509576122.0
1710342000000,73607.76,91851042512.0,1428409527164.0
1710255600000,72493.29,89227745555.0,1408081228656.0
1710169200000,72708.04,79078213967.0,1394226484218.0
1710082800000,69857.99,45808616696.0,1361100511601.0
1709996400000,68641.97,74958968164.0,1341229215174.0
1709910000000,69451.15,71079775499.0,1329387120349.0
1709823600000,67854.61,83067313501.0,1311958696592.0
1709737200000,67573.33,148672936178.0,1294415376146.0
1709650800000,68887.74,119040375749.0,1300163898134.0
1709564400000,68363.17,71996842647.0,1283001116073.0
1709478000000,63182.52,39229163266.0,1221662652841.0
1709391600000,62381.06,56200041953.0,1217268482817.0
1709305200000,62936.0,86080951476.0,1214897930968.0
1709218800000,63470.48,144705189245.0,1219220160267.0
1709132400000,63699.03,96554866216.0,1164199401855.0
1709046000000,57501.14,81134638356.0,1108929904072.0
1708959600000,54899.99,36653055558.0,1027224515608.0
1708873200000,51932.93,26223098131.0,1013990612710.0
1708786800000,51664.32,32742452149.0,1004394826460.0
1708700400000,51501.55,39680259962.0,1003273465076.0
1708614000000,52026.56,46651103477.0,1012679602852.0
1708527600000,52341.7,52153948766.0,1010598273347.0
1708441200000,52887.96,44183700165.0,1018468225252.0
1708354800000,52476.91,32201907720.0,1023293740356.0
1708268400000,52338.43,31540616365.0,1015642862478.0
1708182000000,52149.08,35178091491.0,1013205165334.0
1708095600000,52467.94,47646573466.0,1021079205022.0
1708009200000,52771.03,53084197643.0,1021838077940.0
1707922800000,51945.99,51748211302.0,997549034115.0
1707836400000,50204.94,53115326968.0,973839645174.0
1707750000000,50255.98,38777494089.0,957112042991.0
1707663600000,48534.61,30911023233.0,944665729688.0
1707577200000,48080.16,45283385490.0,929109405399.0
1707490800000,48076.09,47445816052.0,917625452533.0
1707404400000,45550.04,38857280497.0,880901927479.0
1707318000000,44334.08,27981396003.0,849011742926.0
1707231600000,43360.57,29890974499.0,842823370828.0
1707145200000,43494.23,27475772367.0,839543655852.0
1707058800000,43107.98,21504822985.0,841321775010.0
1706972400000,43355.96,26212803849.0,845608019938.0
1706886000000,43424.42,33012863716.0,844822065349.0
1706799600000,43239.64,39191696926.0,832833554972.0
1706713200000,43741.81,36387883735.0,841845565657.0
1706626800000,43791.13,35745948974.0,851479185369.0
1706540400000,43283.58,27591401456.0,832917377572.0
1706454000000,42834.18,23994200912.0,828469290960.0
1706367600000,42190.01,33456456024.0,820242705824.0
1706281200000,42205.19,32727132167.0,802733300473.0
1706194800000,40278.07,30611272945.0,783529941656.0
1706108400000,40538.01,41582556190.0,782819018316.0
1706022000000,40166.68,47245661175.0,773227103228.0
1705935600000,41685.73,28953952803.0,798793726218.0
1705849200000,41864.33,17460482793.0,817357400244.0
1705762800000,41857.38,34880561427.0,815917942587.0
1705676400000,42186.01,43162587575.0,809637385960.0
1705590000000,42916.99,33298896660.0,828414705556.0
1705503600000,43188.0,37465467149.0,837594185392.0
1705417200000,43525.03,35476803078.0,841661192052.0
1705330800000,43369.82,33261581208.0,835207392071.0
1705244400000,43054.18,25534697690.0,838079464710.0
1705158000000,43250.08,59386885600.0,840023043895.0
1705071600000,46416.33,64928724109.0,883712208328.0
1704985200000,48853.77,86342160205.0,912540670422.0
1704898800000,47629.98,62473093955.0,897575436530.0
1704812400000,47842.37,111771707928.0,913768700835.0
1704726000000,47200.03,122271995738.0,878477896045.0
1704639600000,44442.83,96328651325.0,863400987919.0
1704553200000,44180.03,116258879409.0,858402098111.0
1704466800000,44229.51,142446432011.0,857139251516.0
1704380400000,44664.55,163905349005.0,851366855527.0
1704294000000,45474.95,99124375068.0,860210389677.0
1704207600000,45846.21,46593616092.0,885906624910.0
1704121200000,44122.03,25446134905.0,838250699611.0
1704034800000,42814.17,25925718094.0,831325834493.0
1703948400000,42570.01,34749601493.0,824737365688.0
1703862000000,43033.78,35226725843.0,830554419251.0
1703775600000,43730.03,35344996355.0,840557637464.0
1703689200000,43624.64,33673429435.0,838499636801.0
1703602800000,43576.08,32193618868.0,836405782386.0
1703516400000,43725.61,27513077611.0,848417379933.0
1703430000000,43927.88,20946516344.0,854044631031.0
1703343600000,43975.78,26907189863.0,855127722258.0
1703257200000,44358.59,35933013764.0,857466992625.0
1703170800000,44206.01,41912480831.0,856025729719.0
1703084400000,44279.96,36592551109.0,845177333455.0
1702998000000,43314.73,40118803132.0,836098775201.0
1702911600000,42714.97,33200312603.0,810384647539.0
1702825200000,42418.39,24403669116.0,821166369179.0
1702738800000,42697.9,29546881907.0,827593815441.0
1702652400000,43078.69,38137174910.0,831255134346.0
1702566000000,43357.6,42951564228.0,838439205108.0
